file,artist,title,lyrics,mood,year
TRAFHRS128F14599C0.h5,Semisonic,Secret Smile,"Nobody knows it but you've got a secret smile,
And you use it only for me,
Nobody knows it but you've got a secret smile,
And you use it only for me.

So use it and prove it,
Remove this whirling sadness,
I'm losing, I'm bluesing,
But you can save me from madness.

Nobody knows it but you've got a secret smile,
And you use it only for me,
Nobody knows it but you've got a secret smile,
And you use it only for me.

So save me I'm waiting,
I'm needing, hear me pleading,
And soothe me, improve me,
I'm grieving, I'm barely believing now, now.

When you are flying around and around the world,
And I'm lying and lonely,
I know there's something sacred and free reserved,
And received by me only.

Nobody knows it but you've got a secret smile,
And you use it only for me,
Nobody knows it but you've got a secret smile,
And you use it only for me.

So use it and prove it,
Remove this whirling sadness,
I'm losing, I'm bluesing,
But you can save me from madness, now, now.

When you are flying around and around the world,
And I'm lying and lonely,
I know there's something sacred and free reserved,
And received by me only.

Nobody knows it but you've got a secret smile,
And you use it only for me,
Nobody knows it but you've got a secret smile.

Nobody knows it, nobody knows it, nobody knows it,
But you've got a secret,
Nobody knows it, nobody knows it, nobody knows it,
But you've got a secret.

Nobody knows it, (use it) nobody knows it, nobody knows it,
But you've got a secret,
Nobody knows it, (I'm bluesing) nobody knows it, nobody knows it,
But you've got a secret.

Nobody knows it, (use it) nobody knows it...",0,1998
TRAFMHY128F92FDDBF.h5,Del Tha Funkee Homosapien,Ya Lil' Crumbsnatchers (LP Version),"DEL made a pact to be well natural
Back from the wishing well to sell actual
Funk from the fungus grown in the trench
It's getting kinda heavy so I gotta pinch an inch
And it's a snitch

To let my hair grow like a plant
Eliminate the fat gold chains and the diaper pants
Trade 'em for a pair Girbauds
Never make friends with the fraudulent foes

Yes I suppose that I'm fat from the supper
Skinny from the many that try to eat plenty
Now I got to flip on a copper like a penny
Vise uh versa, quench your thirst

With a swig of grapefruit juice straight from the thermos
Hock your jewels, and you can drop your tools
And make a move that can turn us in the right direction
Show your affection as I correct men

Who try to pull the wool over the third eye
Comin' fly with Mr. Greenjeans
It's a bird eye view of the meadow
As I greet the many people that I meet with a hello

""How do you do my compadre?"", What up Kwame?
Back to the Meadow so I can show I'm a
Smooth black brother that is gifted
And if you try to lift this, yes, I got a witness
Nicknamed the Emperor, this wasn't meant for ya'

Ya little crumbsnatcher",1,1991
TRAFOKY128F4276D91.h5,Dead Prez,Assassination,"Our people are poor, 
And you know damn well nobody wants to be poor
This play is gonna show how the pigs react when the people start
To take community, control over what belongs to them
And liberate it back (echoes)

Sometimes I just don't care

(Verse 1)
Murderation, modern hanging education
Price of your life is goin up it aint inflation
Incrimination, they got my picture at the station
Elimination, state to state we eatin by this nation
Them belly full, my trigger finger got pulled
To cut the bull shots'll warm your flesh like wool
These tools for survival make fools out of rivals
Fuck the Bible, get on your knees and praise my rifle
Your life is done there aint another place to run
Eat your own gun
scared because my people never known fun

(Verse 2)
Cops drive down the streets and blow my friends away
I try to smoke enough lah to take my sins away
This E&amp;J be freein us in it's own special way son
We live for the day, the only way done
The violence in me, reflect the violence that surround me
A truth thats riling
Mr. Charley keep his eye on me
To figure my head, but them ass kissin niggas is dead
We learn the chokeholds with fishermen's thread
I read The Art of Sun-Tzu in a couple of fuckin days
Used to practice Kung-Fu with this nigga that's like, double my age
And you can put this on the government's grave
Somebody payin for the way we have to suffer and slave
Assassination, word up

I hope they get the assassins, I hope that something is done to them
Problem is they're killing them, it reminds me of something like what
Happened to Lincoln

Chorus
You aint even safe wit a full clip
I swear on the president's grave
I'm sick of livin in this bullshit
We down to take it to the full length
Meet us up on Capitol Hill, and we can get up in some real shit
(repeat)

Assassination, *gunshot* yeah",0,2000
TRAFPAY128F146B23B.h5,Liars,A Visit From Drum,"Your blood can tell you
All the others say

Arched waves of ceiling
Could stand outside the door

When the powers out and it's dark in the house
I will run
When the powers out and it's dark in the house
I will run

Run
Run
Run

Your blood reveals it
Reveals it
Reveals it
Reveals it
All the others say
All the others say
All the others say",0,2006
TRAFQFM128E078EC97.h5,Eminem,The Way I Am,"Aight, man, whatever...

Spoken:
Dre, just let it run.
Hey yo, turn the beat up a little bit
Hey yo, this song is for anyone... fuck it, just shut up and listen
Hey yo

I sit back with this pack of Zig-Zags and this bag
Of this weed it gives me the shit needed to be
The most meanest MC on this... on this earth
And since birth I've been cursed with this curse to just curse

And just blurt this berserk and bizarre shit that works
And it sells and it helps in itself to relieve
All this tension dispensin' these sentences gettin' this stress
That's been eatin' me recently off of this chest

And I rest again peacefully (peacefully)
But at least have the decency in you
To leave me alone, when you freaks see me out
In the streets when I'm eatin' or feedin' my daughter

To not come and speak to me (speak to me)
I don't know you and no, I don't owe you a mo-therfuck-ing thing
I'm not Mr. *NSYNC, I'm not what your friends think
I'm not Mr. Friendly, I can be a prick

If you tempt me my tank is on empty (is on empty)
No patience is in me and if you offend me
I'm liftin' you 10 feet (10 feet) in the air
I don't care who was there and who saw me destroy you

Go call you a lawyer, file you a lawsuit
I'll smile in the courtroom and buy you a wardrobe
I'm tired of arguin' (of arguin)
I don't mean to be mean, but that's all I can be, it's just me

And I am, whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
Radio won't even play my jam

'Cause I am, whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
I don't know, it's just the way I am

Sometimes I just feel like my father, I hate to be bothered
With all of this nonsense, it's constant
And, ""Oh, it's his lyrical content.
That song ""Guilty Conscience"" has gotten such rotten responses.""

And all of this controversy circles me
And it seems like the media immediately
Points a finger at me (finger at me)
So I point one back at 'em, but not the index or pinky

Or the ring or the thumb, it's the one you put up
When you don't give a fuck, when you won't just put up
With the bullshit they pull, 'cause they full of shit too
When a dude's gettin' bullied and shoots up his school

And they blame it on Marilyn (on Marilyn) and the heroin
Where were the parents at? And look where it's at
Middle America, now it's a tragedy
Now it's so sad to see an upper class city

Havin' this happenin' (this happenin' )
Then attack Eminem 'cause I rap this way (rap this way)
But I'm glad 'cause they feed me the fuel that I need for the fire
To burn and it's burnin' and I have returned

And I am whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
Radio won't even play my jam

'Cause I am whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
I don't know, it's just the way I am

I'm so sick and tired of bein' admired
That I wish that I would just die or get fired
And dropped from my label, let's stop with the fables
I'm not gonna be able to top on ""My Name Is""

And pigeonholed into some poppy sensation
That copped me rotation at rock 'n' roll stations
And I just do not got the patience (got the patience)
To deal with these cocky caucasians

Who think, I'm some wigger who just tries to be black
'Cause I talk with an accent and grab on my balls
So they always keep askin' the same fuckin' questions (fuckin' questions)
What school did I go to, what hood I grew up in?

The why, the who, what, when, the where and the how
Till I'm grabbin' my hair and I'm tearin' it out (ahhh)
'Cause they drivin' me crazy (me crazy)
I can't take it, I'm racin', I'm pacin', I stand and I sit

And I'm thankful for every fan that I get
But I can't take a shit in the bathroom without someone standin' by it
No, I won't sign your autograph
You can call me an asshole, I'm glad

'Cause I am whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
Radio won't even play my jam

'Cause I am, whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
I don't know, it's just the way I am",0,2000
TRAFRYJ128F92E638B.h5,Nine Inch Nails,Memorabilia,"(What do your nipples look like?)

Wherever I go
I take a little piece of you
I collect
I reject
Photographs I took of you.

Well towns I passed through
So many faces
So many places
I have got to have a memory
I have never been there
I have never been there
I have never had you... (repeating)

I can't remember
Give me your reminder
I can't remember
Give me your reminder
I collect 
I reject

Memorabilia...
(Now girl.. only its flavor.. bow down here)

Keychains and snowstorms
The taste of your sweat
The look in your eye
I have been inside you (x6)
I know what it feels like (x6)
(Wet as it is... the whiter the honey)
I collect
I reject
I collect
I reject
I collect
I reject

Memorabilia
(Goodies come in here all day)

Give me your reminder
I can't remember
I collect
I reject

Memorabilia",1,1994
TRAFSGL128F42ADA3E.h5,Foo Fighters,Razor,"Wake up it's time
We need to find a better place to hide
Make up your mind
I need to know I need to know tonight

Sweet and divine
Razor of mine
Sweet and divine
Razorblade shine

Patience my dear
We could spend a lifetime waiting here
Maybe this time
I hope I get the chance to say goodbye

Sweet and divine
Razor of mine
Sweet and divine
Razorblade shine

Day after day
Cutting away
Day after day
But anyway

Wake up it's time
We need to find a better place to hide
Make up your mind
I need to know I need to know tonight

Sweet and divine
Razor of mine
Sweet and divine
Razorblade shine",0,2005
TRAFWEV128F428D391.h5,Cake,Alpha Beta Parking Lot,"Standing in the Alpha Beta parking lot
Watching the sunset- I'll never forget
Watching all the reds, and oranges slip away-
Letting go of yet, another dirty day

Breathing in the fumes from so many ideling cars
right beneath the sign with the dusty yellow stars
watching the sun go down--
watching the sun go down--
watching (the sun) the sun (watching the sun) go down

Standing in the Alpha Beta parking lot
Watching you leave me- not quite believing
Standing in the Alpha Beta parking lot 
Watching the sunset- I'll never forget 

Breathing in the fumes from so many ideling cars
right beneath the sign with the dusty yellow stars
watching the sun go down--
watching the sun go down--
watching (the sun) the sun (watching the sun) go down--

(guitar and trumpet break)

Breathing in the fumes from so many ideling cars
Right beneath the sign with the dusty yellow stars
Watching the sun go down--
Watching the sun go down--
Watching (the sun) the sun (watching the sun) go down--

Watching (the sun) the sun (watching the sun) go down--

Watching    the    sun    go  down-----",1,1998
TRAFYGA128F425A92C.h5,Eurythmics,Missionary Man,"Well I was born an original sinner
I was borne from original sin
And if I had a dollar bill for all the things I've done
There'd be a mountain of money piled up to my chin, hey

My mother told me good, my mother told me strong
She said, ""Be true to yourself and you can't go wrong.
But there's just one thing that you must understand.
You can fool with your brother
But don't mess with a missionary man.
Don't mess with a missionary man
Don't mess with a missionary man
Don't mess with a missionary man.""

Oh, the missionary man, he's got God on his side
He's got the saints and apostles backing up from behind
Black eyed looks from those Bible books
He's a man with a mission, got a serious mind

There was a woman in the jungle and a monkey on a tree
The missionary man, he was following me
He said, ""Stop what you're doing, get down upon your knees.
I've a message for you that you better believe.""

Ah yeah
Hey
Uh
Hey, uh

Well I was born an original sinner
I was borne from original sin
And if I had a dollar bill for all the things I've done
There'd be a mountain of money

Don't mess with a missionary man
Missionary man
Missionary man
Missionary man
Don't mess with a missionary man
Missionary man",1,1986
TRAFYGO128F42727E7.h5,Beyoncé,Be With You,"Ooh baby
I love the way you make me feel
It slows down time
Come in my bedroom and turn off the lights

You whisper softly in my ear
Makes me unwind
The way you touch me
Lets me know you're mine

I'd rather be with you
Because I love the way
You scream my name
And there's no other man
That gives me what I want
And makes me feel this way
I'd rather be with you because
You hustle hard to take care of me
I'd rather be with you
Boy I'd rather be with you

I love the way you look at me
Stare into my eyes
What do they say to you
Boy don't be shy
Tonight's the night your fantasies
Will all come true
I am your woman
I belong to you

There is nothing I won't do for you
I know my soul connected me to you
I feel so safe when I'm alone with you
I'm holding back nothing
Saving it all for you
Baby I love making love to you
It's like a high I can't come down from you

I'd rather be with you
Because I love the way
You scream my name
And there's no other man
That gives me what I want
And makes me feel this way
I'd rather be with you because
You hustle hard to take care of me
I'd rather be with you
Boy i'd rather be with you

I'd rather be with you oh yea
Boy I rather be with you
I'd rather be with you oh yea
Boy I rather be with you 

I'd rather be with you
Because I love the way
You scream my name
And there's no other man
That gives me what I want
And makes me feel this way
I'd rather be with you because
You hustle hard to take care of me
I'd rather be with you
Boy i'd rather be with you

I don't want nobody else
I ain't goin no where
I'm happy with you
You got me baby
I ain't thinking about
Nobody else but you baby",1,2003
TRAGALM128F4236C86.h5,Lyrics Born,Bad Dreams,"Woke up in the middle of the night cold sweating
Ass stinging no breath legs clinging to the bedside

Hard pressed just to get a little rest every night
Same shit can't remember last time that I slept right

This situation's gotten out of control
With all this stress and confrontation I just might overload
My problems follow me to sleep at night won't let me go
The more I hide the more they thrive deep down inside of my soul
Listen

Got burnt by women poor dirts? In Venice
Landlords and tenants, got served by creditors

[Joyo Verlade]
We have a deep passion
We can't keep dwelling on problems

Close relations past friendships don't last
No benefits plan, wrote a letter to my senator

[Joyo Verlade]
We have a deep passion
We can't keep dwelling on problems

This situation's gotten out of control (hey he hey)
With all this stress and confrontation I just might overload (hey he hey)
My problems follow me to sleep at night won't let me go (hey he hey)
The more I hide the more they thrive deep down inside of my soul (hey he hey)
Singing

These bad dreams {*2X*}
These bad dreams {*2X*}

Shit now I lay me down to sleep
Please god let it end once again let me live life

[Joyo Verlade]
We have a deep passion
We can't keep dwelling on problems

Cos I can't do another long dance with a ghost
See my head wanna come around half past midnight

[Joyo Verlade]
We have a deep passion
We can't keep dwelling on problems

This situation's gotten out of control (hey he hey)
With all this stress and confrontation I just might overload (hey he hey)
My problems follow me to sleep at night won't let me go (hey he hey)
The more I hide the more they thrive deep down inside of my soul (hey he hey)

[Joyo Verlade]
We have a deep passion
We can't keep dwelling on problems
These bad dreams",1,2003
TRAGBHV128F4295074.h5,Goldfinger,I'm Down,"What the hell do you know you say
As you turn your face right back to me
What the hell do you know you say
Like some righteous man better than me
Well, I'm down, and you're killing me
And I'm down, but still you mean nothing to me

What the hell do you know you say
As you try to shrink me to your size
What the hell do you know you say
Just because you're scared to try
Well, I'm down, and you're killing me
And I'm down, but still you mean nothing to me

Here we go, singing the same song you've heard a thousand times
You think you know the answer
Yeah, you won't try it
And you deny it
It's the same damn song you've heard a thousand times
'Cause I'm down, and you're killing me
Yeah, I'm down, and you're killing me
Well, I'm down, yeah, I'm down...

What the hell do you know you say
Well, I think I know way more than you
What the hell do you know you
'Cause I know to myself I am true
Well, I'm down, and you're killing me
Yeah, I'm down, and you're killing me
When you're down, well, I'll walk away
When you're down... but still you mean fuck-all to me
Yeah, nothing to me",1,0
TRAGBOR128F92E1064.h5,Emperor,With Strength I Burn,"Deep Green Dark Chaos
Blinded I run down these paths
By heart I know them
They lead to the soaring cliffs
Stout they stand above the water's edge
Lifeless

And this is my foundation
Cold stone
Formed only by winds and time
How invulnerable
Lifeless

Ahh...
I have longed to be at one with this
Yet, the waters call my name

For once I wish to see
The entity behind the voice
The face of this seduction
The beauty of my pain

Am I blessed or am I cursed by thy presence?
What is my crime?
What is my deed?
Is this life my redemption?
Shall I repent or proceed?

I hate my flesh
Its dimension poisoned my soul with doubt
It made me question the essence of...
The 'I'

Slaves are those of this world
Given freedom to lay the chains upon The Master
The wolf is no longer free
Release the chains and come for me

Suddenly, his mournful cries were stunned.
Out of the cold mist came three enthralling ships.
Sails torn by many a storm, and the bows adorned by the
most fierce gargoyles he'd ever laid eyes upon. Yet, the
crew they bore... Three times twelve in numbers. They
stood motionless, wrapped in grey, worn gowns.
And from behind their shadowed faces the seductive chanting.
Bidding him on board. without hesitation, he accepted.
And away they sailed...

Upon these seas
Wherein I drowned so many times
I scatter the ashes of destiny
Still my flame is in hunger

With fire in my heart
Shall I greet the shores ahead
Though, I know not what will burn...

Desire...

Ahh...
In the distance
I hear the waves wash over solid ground
And in this moment I am struck blind

Grant me sight so I can see
That which lies ahead of me
Cursed be my mortal eyes
For dying in this realm of death

Hear my call...

I return to the soaring cliffs
They truly shine of strength
Even though I nothing learned
With strength I burn...",0,0
TRAGFPP128E078F34C.h5,The Cardigans,Paralyzed,"This is where your sanity gives in
And love begins
Never lose your grip
Don't trip
Don't fall
You'll lose it all
The sweetest way to die
It lies deep inside
You can not hide
It's the meanest fire
Oh, it's a strange desire
You can not lie
That's a needless fight
This is where your sanity gives in
And love begins
Never lose your grip
Don't trip
Don't fall
You'll lose it all
The sweetest way to die
When your blood runs dry
You're paralyzed
It will eat your mind
Did you hold it back
It comes to you in slow attacks
It's the meanest fire",0,1998
TRAGFVT128F92ECB5D.h5,Oasis,Don't Go Away,"Cold and frosty morning, there's not a lot to say
About the things caught in my mind
And as the day was dawning, my plane flew away
With all the things caught in my mind

I don't wanna be there when you're coming down
I don't wanna be there when you hit the ground
So don't go away
Say what you say
Say that you'll stay
Forever and a day
In the time of my life
Cos I need more time
Yes I need more time
Just to make things right

Damn my situation and the games I have to play
With all the things caught in my mind
Damn my education, I can't find the words to say
With all the things caught in my mind

I don't wanna be there when you're coming down
I don't wanna be there when you hit the ground
So don't go away
Say what you say
Say that you'll stay
Forever and a day
In the time of my life
Cos I need more time
Yes I need more time
Just to make things right

Me and you, what's going on?
All we seem to know is how to show
The feelings that are wrong

So don't go away
Say what you say
Say that you'll stay
Forever and a day
In the time of my life
Cos I need more time
Yes I need more time
Just to make things right

And don't go away
Say what you say
Say that you'll stay
Forever and a day
In the time of my life
Cos I need more time
Yes I need more time
Just to make things right
Yes I need more time
Just to make things right
Yes I need more time
Just to make things right
So don't go away",0,0
TRAGHBP128E0793AF7.h5,The Police,Wrapped Around Your Finger,"You consider me the young apprentice
Caught between the Scylla and Charybdis
Hypnotized by you if I should linger
Staring at the ring around your finger
I have only come here seeking knowledge
Things they would not teach me of in college
I can see the destiny you sold
Turned into a shining band of gold

I'll be wrapped around your finger
I'll be wrapped around your finger

Mephistopheles is not your name
I know what you're up to just the same
I will listen hard to your tuition
You will see it come to its fruition

I'll be wrapped around your finger
I'll be wrapped around your finger

Devil and the deep blue sea behind me
Vanish in the air, you'll never find me
I will turn your face to alabaster
When you find your servant is your master

You'll be wrapped around my finger
You'll be wrapped around my finger
You'll be wrapped around my finger",0,1983
TRAGJQL128E078E840.h5,Shania Twain,Raining On Our Love,"Remember me the way I was
The way I'd make you late for work
I had to hold you, just because

Remember you the way you'd wake me up
To love me once again
We were lovers, we were friends

But was I chasin' rainbows
Blinded by the sun
And did I take for granted
I'd be the only one?

I didn't know you were so lonely
Am I to blame for makin' you that way?
Did I neglect all that mattered?
With my head so far above
The clouds I didn't see
That it was raining on our love

Remember when, just to feel my touch
Was all you ever needed
Oh it used to be enough

Remember when love
Was a promise we would give our lives to keep
And no river ran as deep

But was I chasin' rainbows
Blinded by the sun
And did I take for granted
I'd be the only one?

I didn't know you were so lonely
Am I to blame for makin' you that way?
Did I neglect all that mattered?
With my head so far above
The clouds I didn't see
That it was raining on our love

I was taking all the love you had to give
But I was too lost in life to know
That without my love in return you could not live
Now she gives the love I did not show 

I didn't know you were so lonely
Am I to blame for makin' you that way?
Did I neglect all that mattered?
With my head so far above
The clouds I didn't see
That it was raining on our love",0,1995
TRAGOUB128F42369BA.h5,Michelle Tumes,Hold On (LP Version),"You're a ticking clock in a timeless land
Holding on too long without any hands
And the stars are falling down around you now
In the rain there are wonders left to touch
So you're reaching out

Hold on to me while I
Hold on to my Father's hand
(God will heal you, make you, like new)
Time will bring you to
My Father's hands

So the flowers grow and bloom in the desert sand
And the crystal tears they fall and flower in a barren land
'Til you feel the sunlight shining on your skin
and all that once was lost in you is alive again",1,0
TRAGOVG128F42A963D.h5,Korn,Make Me Bad,"I am watching the rise and fall of my salvation 
There's so much shit around me 
Such a lack of compassion 
I thought it would be fun and games (it would be fun and games)
Instead, It's all the same (it's all the same)
I want something to do 
Need to feel the sickness in you 

I feel the reason as it's leaving me. 
No, not again 
It's quite deceiving as I'm feeling the flesh made me bad 

All I do is look for you 
I need my fix, you need it too 
Just to get some sort of attention, attention 
What does it mean to you? (what does it mean to you?)
For me, It's something I just do (I just do)
I want something 
I need to feel the sickness in you.

I feel the reason as it's leaving me. 
No, not again 
It's quite deceiving as I'm feeling the flesh made me bad 
I feel the reason as it's leaving me. 
No, not again 
It's quite deceiving as I'm feeling the flesh made me bad 

I feel the reason as it's leaving me. 
No, not again 
It's quite deceiving as I'm feeling the flesh made me bad.
(Does it make me bad?) 
I feel the reason as it's leaving me.
No, not again.
(Does it make me bad?)
It's quite deceiving as I'm feeling the flesh made me bad.

Does it make me bad?
Does it make me bad?
Does it make me bad?
Does it make me bad?",0,1999
TRAGSKH12903CCCAA9.h5,Andrew W.K.,Don't Call Me Andy,"She said, ""Andy what you doing on the mountain?""
She said, ""Now, Andy, what you doing on the air?""
And he said, ""Andy doesn't live upon the mountain.""
""If you're looking for Andy,""
""You'll be looking everywhere.""

So don't call me Andy
No don't call me Andy
No don't call me Andy
And don't call me Anne

When something's covered
Does it just go away?
Or does it just hover
Behind the veil of today?

And she said, ""You don't,""
""You don't have any houses.""
And he said, ""No, you don't,""
""You don't have any home""

So don't call me Andy
No don't call me Andy
No don't call me Andy
And don't call me Anne

So don't call me Andy
No don't call me Andy
No don't call me Andy
And don't call me Anne",1,2006
TRAGWKV128F92C316A.h5,Avril Lavigne,How Does It Feel,"I'm not afraid of anything 
I just need to know that I can breathe 
I don't need much of anything 
But suddenly, suddenly 
I am small and the world is big 
All around me is fast moving 
Surrounded by so many things 
Suddenly, suddenly 

How does it feel 
To be different from me? 
Are we the same? 
How does it feel 
To be different from me? 
Are we the same? 
How does it feel? 

I am young and I am free 
But I get tired and I get weak 
I get lost and I can't sleep 
But suddenly, suddenly 

How does it feel 
To be different from me? 
Are we the same? 
How does it feel 
To be different from me? 
Are we the same? 
How does it feel? 

Would you comfort me? 
Would you cry with me? 

I am small and the world is big 
But I am not afraid of anything 

How does it feel 
To be different from me? 
Are we the same? 
How does it feel 
To be different from me? 
Are we the same? 
How does it feel? 

How does it feel, how does it feel 
You're different from me, different",0,2004
TRAHBWE128F9349247.h5,The Shirelles,Dedicated To The One I Love,"This is dedicated to the one I love...

While I'm far away from you, my baby,
I know it's hard for you, my baby,
Because it's hard for me, my baby,
And the darkest hour is just before dawn---

Each night before you go to bed, my baby,
Whisper a little prayer for me my baby.
And tell all the stars above
This is dedicated to the one I love...

""Life"" can never be exactly like we want it to be.
I could be satisfied knowing you love me.
But there's one thing I want you to do especially for me---
And it's something that everybody needs.

Each night before you go to bed, my baby,
Whisper a little prayer for me, my baby,
And tell all the stars above---
This is dedicated to the one I love.
This is dedicated to the one I love
This is dedicated to the one I love...",1,1960
TRAHCDJ128F9310F1C.h5,Fever Ray,When I Grow Up,"When I grow up
I want to be a forester
Run through the moss on high heels
That's what I'll do
Throwing out a boomerang
Waiting for it to come back to me

When I grow up
I want to live near the sea
Crab claws and bottles of rum
That's what I'll have
Staring at the seashell
Waiting for it to embrace me

I put my soul in what I do
Last night I drew a funny man
With dog eyes and a hanging tongue
It goes way bad
I never like that sad look
From someone who wants to be loved by you

I'm very good with plants
When my friends are away
They let me keep the soil moist
On the seventh day I rest
For a minute or two
Then back on my feet to call for you

You've got cucumbers on your eyes
Too much time spent on nothing
Waiting for a moment to arise
The face in the ceiling
And arms too long
I'm waiting for him to catch me

Waiting for it to embrace me oh",0,2009
TRAHDJL128F9305B80.h5,Janis Joplin,Piece Of My Heart,"Come on, come on, come on, come on

Didn't I make you feel
Like you were the only man?
Yeah, I did not give you nearly everything that a woman possibly can
Honey, you know I did
And each time I tell myself that I, well, I think I've had enough
Well, what I'm gonna show you, baby, that a woman can be tough

I want you to come on, come on, come on, come on and take it
Take another little piece of my heart now, baby
(Break it)
Break another little bit of my heart now, darlin', yeah
(Have a)
Have another little piece of my heart now, baby
Well, you know you got it if it makes you feel good, oh yes indeed

You're out on the streets lookin' good
And baby deep down in your heart, I guess you know that it ain't right
Never, never, never, never, never, never hear me when I cry
Baby, I cry all the time
But each time I tell myself that I, well, I can't stand the pain
But when you hold me in your arms, I'm singin' once again

I said come on, come on, come on, come on and take it
Take another little piece of my heart now, baby
(Break it)
Break another little bit of my heart now, darlin', yeah
(Have a)
Have another little piece of my heart now, baby
Well, you know you got it, child, if it makes you feel good

I need you to come on, come on, come on, come on and take it
Take another little piece of my heart now, baby
(Break it)
Break another little bit of my heart now, darlin', yeah, come on now
(Have a)
Have another little piece of my heart now, baby
You know you got it, whoa
Take it
Take another little piece of my heart now, baby
(Break it) 
Break another little bit of my heart now, darlin', yeah yeah yeah yeah
(Have a) 
Have another little piece of my heart now, baby
You know you got it, child, if it makes you feel good",0,1972
TRAHIPA128F4279744.h5,K's Choice,Another Year,"I wish you could adore
The way you did before
Now you're living through another year
Oh, the light you were
Will soon become a blur
As you're living through another year

Oh, what a waste of time it is
To indulge inside of bliss
Getting ready for another year like this

Another year to lie
Another year goes by

You're not sick, so you can't heal
But I wonder do you feel
The need to cry: 'I'm out of here'
Oh, your goal is safe
But is it all you crave
As you're living through another year

Oh, what a waste of time it is
To indulge inside of bliss
Getting ready for another year like this

Another year to lie
Another year goes by

Is it me on how I see
The face of mediocrity
I try to smile you see
Your lightness darkens me
Filter all of your emotions
Fake you're never low
Or face the one you fear
You're living through another year

Another year to lie
Another year goes by
Another year to lie
Another year goes by",0,2000
TRAHKLC12903CC632E.h5,Black Eyed Peas,Let's Get It Started,"Let's get it started, in here...

And the bass keep runnin' runnin', 
And runnin' runnin', 
And runnin' runnin',
And runnin' runnin',
And runnin' runnin', 
And runnin' runnin', 
And runnin' runnin', 
And runnin' runnin', and...

In this context, there's no disrespect, so, when I bust my rhyme, you break your necks
We got five minutes for us to disconnect, from all intellect and let the rhythm effect
Obstacles are inefficient, follow your intuition, free your inner soul and break away from tradition 
Coz when we beat out, girl is pullin' without. You wouldn't believe how we wow shit out
Burn it till it's burned out. Turn it till it's turned out. Act up from north, west, east, south

Everybody, everybody, let's get into it
Get stupid
Get it started, (come on) get it started, (yea) get it started
Let's get it started in (ha), let's get it started in here
Let's get it started in (ha), let's get it started in here
Let's get it started in (ha), let's get it started in here. 
Let's get it started in (ha), let's get it started in here.
Yeah

Lose control, of body and soul
Don't move too fast, people, just take it slow
Don't get ahead, just jump into it
Ya'll hear about it, the Peas'll do it
Get stutted, get stupid
Don't worry 'bout it people will walk you through it
Step by step, like you're into new kid
Inch by inch with the new solution
Transmit hits, with no delusion
The feeling's irresistible and that's how we movin'

Everybody, everybody, let's get into it
Get stupid
Get it started, (come on) get it started, (yea) get it started
Let's get it started in (ha), let's get it started in here
Let's get it started in (ha), let's get it started in here 
Let's get it started in (ha), let's get it started in here 
Let's get it started in (ha), let's get it started in here 
Yeah.

The bass keeps runnin' runnin', and runnin' runnin', 
And runnin' runnin', and runnin runnin' and... 

C'mon y'all, lets get cookoo! (uh huh)
Lets get cookoo! (in here)
Why not get cookoo! (uh huh)
Lets get cookoo! (in here)
Why not get cookoo! (uh huh)
Lets get cookoo! (in here) Ow, ow, ow!
Ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya...

Let's get ill, that's the deal.
At the gate, we'll bring the bud top drill. (Just)
Lose your mind this is the time,
Ya'll test this drill, Just and bang your spine. (Just)
Bob your head like Apl.De, up inside your club or in your Bentley.
Get messy, loud and sick.
Ya'll mount past slow mo in another head trip. (So)
Come then now do not correct it, let's get ignant let's get hectic.

Everybody, everybody, let's get into it.
Get stupid. (Come on)
Get it started (come on) , get it started, get it started.
Let's get it started in (ha), let's get it started in here. 
Let's get it started in (ha), let's get it started in here.
Let's get it started in (ha), let's get it started in here.
Let's get it started in (ha), let's get it started
(Whoa, whoa, whoa) in here. 
Yeah.

Cookoo (uh huh) 
We cookoo! (in here)
Lets get cookoo! (uh huh)
We cookoo! (in here)
Why not get cookoo! (uh huh)
We cookoo! (in here) Ow, ow, ow!
Ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya...

Runnin' runnin', and runnin' runnin', 
And runnin' runnin', and runnin' runnin'",1,2004
